Journal Title,ISSN,ESSN,RoMEO Record ID,Updated
"PaRDeS",1614-6492,1862-7684,641,2010-08-16
"Parenting",1529-5192,1532-7922,1139,2014-03-26
"Parergon",0313-6221,1832-8334,1853,2014-05-22
"Parkinson's Disease",,2042-0080,100,2013-03-20
"Parkinsonism and Related Disorders",1353-8020,,30,2014-05-16
"Parliamentary Affairs",0031-2290,1460-2482,1480,2013-03-26
"Parliamentary History",0264-2824,1750-0206,2052,2014-08-28
"Parliaments, Estates and Representation",0260-6755,1947-248X,1140,2014-03-26
"PAROLA DEL TESTO",1125-6486,,774,2013-09-10
"Parthica, Incontri di culture nel mondo antico",1128-6342,1724-1928,774,2013-02-28
"Partial Answers: Journal of Literature and the History of Ideas",1565-3668,1936-9247,96,2014-02-03
"ParticipAção",,2238-6963,1350,2014-08-20
"Participation and Empowerment: An International Journal",1463-4449,,31,2014-09-16
"Particle and Fibre Toxicology",,1743-8977,22,2013-02-25
"Particle and Particle Systems Characterization",0934-0866,1521-4117,79,2013-07-30
"Particle Physics Insights",,1178-640X,163,2014-07-22
"Particulate Science and Technology",0272-6351,1548-0046,1141,2014-03-26
"Particuology",1674-2001,,30,2014-05-16
"Partnership : the Canadian Journal of Library and Information Practice and Research",1911-9593,,912,2013-02-15
"Party Politics",1354-0688,1460-3683,65,2013-03-11
"PASIPHAERivista di filologia e antichità egee",1974-0565,2037-738X,774,2013-02-28
"Passages",1388-4433,1569-1675,154,2014-08-27
"Past and Present",0031-2746,1477-464X,1552,2014-10-01
"Pastoral Care in Education",0264-3944,1468-0122,1140,2014-03-26
"Pastoral Psychology",0031-2789,1573-6679,74,2014-07-03
"Pastoralism",,2041-7136,948,2014-09-25
"Pastoralism: Research, Policy and Practice",,2041-7136,948,2013-03-07
"Pathobiology",1015-2008,1423-0291,242,2013-08-08
"Pathobiology of Aging and Age-related Diseases",,2001-0001,361,2013-04-18
"Pathogens",,2076-0817,487,2012-02-29
"Pathogens and Disease",,2049-632X,2050,2014-08-11
"Pathogens and Global Health",2047-7724,2047-7732,121,2014-01-22
"Pathologe",0172-8113,1432-1963,74,2014-09-10
"Pathologie Biologie",0369-8114,,265,2011-04-07
"Pathology",0031-3025,1465-3931,48,2013-10-23
"Pathology and Laboratory Medicine International",,1179-2698,407,2014-01-30
"Pathology and Oncology Research",1219-4956,1532-2807,74,2014-09-25
"Pathology Case Reviews",1082-9784,1533-4015,48,2013-10-23
"Pathology International",1320-5463,1440-1827,2050,2014-08-28
"Pathology - Research and Practice",0344-0338,,30,2014-05-16
"Pathology Research International",,2042-003X,100,2013-03-20
"Pathophysiology",0928-4680,,30,2014-05-16
"Pathophysiology of Haemostasis and Thrombosis",1424-8832,1424-8840,242,2013-08-08
"Patient Education and Counseling",0738-3991,,30,2014-05-16
"Patient Intelligence",,1179-3198,407,2014-01-30
"Patient - Patient-Centered Outcomes Research",1178-1653,1178-1661,114,2014-10-24
"Patient Preference and Adherence",,1177-889X,407,2014-01-30
"Patient Related Outcome Measures",,1179-271X,407,2014-01-30
"Patient Safety in Surgery",1754-9493,1754-9493,22,2013-02-25
"Pattern Analysis and Applications",1433-7541,1433-755X,74,2014-09-25
"Pattern Recognition",0031-3203,,30,2014-05-16
"Pattern Recognition and Image Analysis: Advances in Mathematical Theory and Applications",1054-6618,1555-6212,141,2011-12-15
"Pattern Recognition Letters",0167-8655,,30,2014-05-16
"Patterns of Prejudice",0031-322X,1461-7331,1140,2014-03-26
"Payavard Salamat",1735-8132,2008-2665,1208,2012-03-29
"Peabody Journal of Education",0161-956X,1532-7930,1140,2014-03-26
"Peace and Change",0149-0508,1468-0130,2052,2014-08-28
"Peace and Conflict: Journal of Peace Psychology",1078-1919,1532-7949,12,2012-03-06
"Peace Economics, Peace Science and Public Policy",1079-2457,1554-8597,414,2014-04-01
"Peace Review",1040-2659,1469-9982,1140,2014-03-26
"Peacebuilding",2164-7259,2164-7267,1140,2014-03-26
"Peake Studies",,2296-6404,1851,2014-05-27
"PEB Exchange, Programme on Educational Building",,1609-7548,725,2011-02-02
"Pedagogická orientace",1211-4669,1805-9511,2014,2014-07-24
"Pédagogie Médicale",1625-6484,1627-4784,137,2013-02-27
"Pedagogies: An International Journal",1554-480X,1554-4818,1140,2014-03-26
"Pedagogy: Critical Approaches to Teaching Literature, Language, Composition, and Culture",1531-4200,1533-6255,166,2014-07-11
"Pedagogy, Culture and Society",1468-1366,1747-5104,193,2014-03-26
"Pediatria Polska",0031-3939,,30,2014-05-16
"Pediatric Allergy and Immunology",0905-6157,1399-3038,2050,2014-08-28
"Pediatric Allergy, Immunology, and Pulmonology",2151-321X,2151-3228,50,2010-11-19
"Pediatric Anesthesia",1155-5645,1460-9592,2050,2014-08-28
"Pediatric Annals",0090-4481,1938-2359,799,2014-02-25
"Pediatric Blood and Cancer",1545-5009,1545-5017,2050,2014-08-28
"Pediatric Cardiology",0172-0643,1432-1971,74,2014-09-25
"Pediatric Clinics of North America",0031-3955,,985,2014-01-07
"Pediatric Critical Care Medicine",1529-7535,1947-3893,48,2013-10-23
"Pediatric Dentistry",0164-1263,,760,2010-08-02
"Pediatric Dermatology",0736-8046,1525-1470,2050,2014-08-28
"Pediatric Diabetes",1399-543X,1399-5448,2050,2014-08-28
"Pediatric Drugs",1174-5878,1179-2019,114,2014-10-24
"Pediatric Emergency Care",0749-5161,1535-1815,48,2013-10-23
"Pediatric Exercise Science",0899-8493,1543-2920,300,2014-07-11
"Pediatric Health",1745-5111,1745-512X,420,2013-09-12
"Pediatric Health, Medicine and Therapeutics",,1179-9927,407,2014-01-30
"Pediatric Hematology-Oncology",0888-0018,1521-0669,348,2013-10-29
"Pediatric Infectious Disease Journal",0891-3668,1532-0987,48,2013-10-23
"Pediatric Nephrology",0931-041X,1432-198X,74,2014-09-25
"Pediatric Neurology",0887-8994,,30,2014-05-16
"Pediatric Neurosurgery",1016-2291,1423-0305,242,2013-08-08
"Pediatric News",0031-398X,,30,2014-05-16
"Pediatric Obesity",,2047-6310,2050,2014-08-11
"Pediatric Oncall",0973-0966,0973-0958,499,2014-06-27
"Pediatric Physical Therapy",0898-5669,1538-005X,48,2013-10-23
"Pediatric Pulmonology",8755-6863,1099-0496,2050,2014-08-28
"Pediatric Radiology",0301-0449,1432-1998,74,2014-09-25
"Pediatric Reports",2036-749X,2036-7503,644,2013-08-07
"Pediatric Research",0031-3998,1530-0447,1456,2013-03-06
"Pediatric Rheumatology",,1546-0096,22,2013-02-25
"Pediatric Surgery International",0179-0358,1437-9813,74,2014-09-25
"Pediatric Transplantation",1397-3142,1399-3046,2050,2014-08-28
"Pediatrics",0031-4005,1098-4275,293,2013-08-20
"Pediatrics (Spanish Edition)",0210-5721,,293,2013-08-20
"Pediatrics and Neonatology",1875-9572,,30,2014-05-16
"Pediatrics and Pediatric Surgery (Section 7 EMBASE)",0373-6512,,30,2014-05-16
"Pediatrics in Review",0191-9601,1526-3347,293,2013-08-20
"Pediatrics International",1328-8067,1442-200X,2050,2014-08-28
"Pedobiologia",0031-4056,,30,2014-05-16
"Pedosphere",1002-0160,,30,2014-05-16
"Peer-to-Peer Networking and Applications",1936-6442,1936-6450,74,2014-09-25
"PeerJ",,2167-8359,1549,2013-05-20
"PeerJ PrePrints",,2167-9843,1549,2013-05-20
"Peking University Law Journal",2051-7483,2052-5907,1286,2013-08-02
"Pelvi-périnéologie",1778-3712,1778-3720,74,2014-07-03
"Península: Revista de Estudos Ibéricos",1645-6971,,904,2011-03-18
"Pennsylvania History",0031-4528,2153-2109,435,2010-09-06
"Pennsylvania Libraries: Research and Practice",,2324-7878,981,2014-06-02
"Pennsylvania Literary Journal",2151-3066,,1719,2013-11-28
"Pensamiento y Cultura",0123-0999,2027-5331,975,2011-03-14
"Pensar en Movimiento",,1659-4711,1364,2012-10-23
"Pensar Enfermagem",0873-8904,1647-5526,979,2011-03-21
"Pensions",1478-5315,1750-208X,210,2013-07-29
"Pensions at a Glance Asia/Pacific",2309-0758,2309-0766,725,2014-08-19
"PentecoStudies: An Interdisciplinary Journal for Research on the Pentecostal and Charismatic Movements",2041-3599,1871-7691,482,2014-06-06
"People and Society",0025-9454,,1133,2011-11-18
"Peptides",0196-9781,,30,2014-05-16
"Peptidomics",,2084-7203,1851,2014-05-27
"Per la Filosofia",0394-4131,1724-059X,774,2013-02-28
"Perception",0301-0066,1468-4233,1285,2012-05-10
"Perceptual and Motor Skills",0031-5125,1558-688X,484,2010-08-18
"PERcursos Linguísticos",,2236-2592,1345,2012-09-19
"Perfect Beat",1038-2909,1836-0343,482,2014-06-06
"Performance Enhancement and Health",2211-2669,,30,2014-05-16
"Performance Evaluation",0166-5316,,30,2014-05-16
"Performance Improvement",1090-8811,1930-8272,1499,2014-03-18
"Performance Improvement Quarterly",0898-5952,1937-8327,1499,2014-03-18
"Performance Measurement and Metrics",1467-8047,,31,2014-09-16
"Performance Research",1352-8165,1469-9990,1140,2014-03-26
"Performing Ethos",1757-1979,,409,2013-03-13
"Performing Islam",2043-1015,,409,2013-03-13
"Perfusion",0267-6591,1477-111X,65,2013-03-11
"Perichoresis",,2284-7308,1851,2014-05-27
"PerinatalMedizin",0936-7160,1432-2005,74,2014-05-16
"PERIO",1742-3279,1867-5638,431,2010-08-17
"Periodica Mathematica Hungarica",0031-5303,1588-2829,365,2014-09-25
"Periódico Psicanálise e Barroco",,1679-9887,1538,2013-04-29
"Periodoncia y Osteointegracion",2013-0546,,431,2012-03-29
"Periodontology 2000",0906-6713,1600-0757,2050,2014-08-28
"Perioperative Medicine",,2047-0525,22,2013-02-25
"Perioperative Medizin",1875-2772,,30,2014-05-16
"Perioperative Nursing Clinics",1556-7931,,985,2014-01-07
"Permafrost and Periglacial Processes",1045-6740,1099-1530,2050,2014-08-28
"Person-Centered and Experiential Psychotherapies",1477-9757,1752-9182,1139,2014-03-26
"Persona -- Periodico di studi e dibattito",2239-6667,2280-6881,1331,2012-09-11
"Persona y Bioética",,2027-5382,975,2011-03-14
"Personal and Ubiquitous Computing",1617-4909,1617-4917,74,2014-09-25
"Personal Relationships",1350-4126,1475-6811,2052,2014-08-28
"Personal Technologies",0949-2054,1433-3066,74,2014-05-16
"Personalist Forum",0889-065X,2153-6589,1000,2012-03-22
"Personality and Individual Differences",0191-8869,,30,2014-05-16
"Personality and Mental Health",1932-8621,1932-863X,2052,2014-08-28
"Personality and Social Psychology Bulletin",0146-1672,1552-7433,65,2013-03-11
"Personality and Social Psychology Review",1088-8683,1532-7957,65,2013-03-11
"Personality Disorders: Theory, Research, and Treatment",1949-2715,1949-2723,12,2012-03-06
"Personalized Medicine",1741-0541,1744-828X,420,2013-09-12
"Personalvertretung",0476-3475,1868-7857,787,2010-08-27
"Persönlichkeitsstörungen: Theorie und Therapie",1433-6308,,243,2013-03-20
"Personnel Psychology",0031-5826,1744-6570,2052,2014-08-28
"Personnel Review",0048-3486,,31,2014-09-16
"Perspectiva",0102-5473,2175-795X,712,2014-08-27
"Perspectivas Rurales Nueva Época",,1409-3251,1730,2014-05-28
"Perspective",1777-7852,,982,2014-09-08
"Perspectives",1062-1083,,632,2011-08-12
"Perspectives in Biology and Medicine",0031-5982,1529-8795,96,2014-02-03
"Perspectives in Clinical Research",2229-3485,2229-5488,89,2014-08-26
"Perspectives in Drug Discovery and Design",0928-2866,1573-9023,74,2014-07-03
"Perspectives in International Librarianship",2219-8962,,1007,2011-05-26
"Perspectives in Medicinal Chemistry",,1177-391X,163,2014-07-22
"Perspectives in Medicine",2211-968X,2211-968X,1504,2013-04-25
"Perspectives in Plant Ecology, Evolution and Systematics",1433-8319,,30,2014-05-16
"Perspectives in Psychiatric Care",0031-5990,1744-6163,2050,2014-08-28
"Perspectives in Public Health",1757-9139,1757-9147,65,2013-03-11
"Perspectives in Science",,2213-0209,1504,2013-04-25
"Perspectives in Vaccinology",2210-7622,,30,2014-05-16
"Perspectives in Vascular Surgery and Endovascular Therapy",1531-0035,1521-5768,65,2013-03-11
"Perspectives on European Politics and Society",1570-5854,1568-0258,1140,2014-03-26
"Perspectives on Global Development",2222-4467,2222-4475,725,2012-03-01
"Perspectives on Global Development and Technology",1569-1500,1569-1497,154,2014-08-27
"Perspectives on Political Science",1045-7097,1930-5478,1140,2014-03-26
"Perspectives on Politics",1537-5927,1541-0986,2130,2014-10-09
"Perspectives on Psychological Science",1745-6916,1745-6924,1691,2014-06-24
"Perspectives on Science",1063-6145,1530-9274,1124,2013-05-23
"Perspectives on Sexual and Reproductive Health",1538-6341,1931-2393,2052,2014-08-28
"Perspectives on Work",1534-9276,,292,2014-06-10
"Perspectives: Policy and Practice in Higher Education",1360-3108,1460-7018,1140,2014-03-26
"Perspectives: Studies in Translatology",0907-676X,1747-6623,1140,2014-03-26
"Perspektiven der Philosophie - Neues Jahrbuch",0171-1288,,143,2010-07-20
"Perspektiven der Wirtschaftspolitik",1465-6493,1468-2516,1499,2014-03-18
"Perspektiven historischen Denkens und Lernens",1860-5753,1864-1342,641,2010-08-16
"Pervasive and Mobile Computing",1574-1192,,30,2014-05-16
"Pest Management in Horticultural Ecosystems",0971-6831,,44,2013-05-14
"Pest Management Science",1526-498X,1526-4998,2050,2014-08-28
"Pest Science",0031-613X,1096-9063,580,2014-03-18
"Pest Technology",1749-4818,,480,2014-09-16
"Pesticide Biochemistry and Physiology",0048-3575,,30,2014-05-16
"Pesticide Outlook",0956-1250,,63,2013-03-21
"Pesticides, People and Nature",1520-9350,,418,2014-06-03
"PET Clinics",1556-8598,,985,2014-01-07
"Petroleum Chemistry",0965-5441,1555-6239,141,2014-07-03
"Petroleum Exploration and Development",1876-3804,,30,2014-05-16
"Petroleum Geology Conference Series",,2047-9921,33,2014-04-01
"Petroleum Geoscience",1354-0793,2041-496X,33,2014-04-01
"Petroleum Science",1672-5107,1995-8226,74,2014-09-25
"Petroleum Science and Technology",1091-6466,1532-2459,1141,2014-03-26
"Petrology",0869-5911,1556-2085,141,2014-07-03
"Pferde Spiegel",1860-3203,,391,2014-05-28
"Pflege",1012-5302,1664-283X,165,2014-08-27
"Pflegezeitschrift",0945-1129,,238,2010-09-02
"Pflügers Archiv European Journal of Physiology",0031-6768,1432-2013,74,2014-10-24
"Pharma Innovation",,2277-7695,2039,2014-08-05
"Pharmaceutica Analytica Acta",,2153-2435,672,2014-10-02
"Pharmaceutical and Diagnostic Innovation",1176-3469,,114,2013-02-28
"Pharmaceutical Biology",1388-0209,1744-5116,348,2013-10-29
"Pharmaceutical Chemistry Journal",0091-150X,1573-9031,74,2014-09-25
"Pharmaceutical Crops",,2210-2906,1419,2013-01-28
"Pharmaceutical Development and Technology",1083-7450,1097-9867,348,2013-10-29
"Pharmaceutical Journal",0031-6873,,416,2013-02-21
"Pharmaceutical Medicine",1178-2595,1179-1993,114,2014-10-24
"Pharmaceutical Methods",2229-4708,2229-4716,89,2014-08-26
"Pharmaceutical Nanotechnology",2211-7385,2211-7393,316,2013-01-24
"Pharmaceutical Patent Analyst",2046-8954,2046-8962,697,2013-06-17
"Pharmaceutical Programming",1757-0921,1757-093X,121,2014-01-22
"Pharmaceutical Regulatory Affairs",,2167-7689,672,2014-10-02
"Pharmaceutical Research",0724-8741,1573-904X,313,2014-09-25
"Pharmaceutical Statistics",1539-1604,1539-1612,2050,2014-08-28
"Pharmaceuticals",,1424-8247,487,2010-09-23
"Pharmaceuticals Policy and Law",1389-2827,,44,2013-05-14
"Pharmaceutics",,1999-4923,487,2010-09-23
"PHARMAçIANA",2088-4559,,1411,2013-01-16
"Pharmacien Hospitalier",0768-9179,,265,2014-09-29
"Pharmacien Hospitalier et Clinicien",2211-1042,,265,2014-09-29
"PharmacoEconomics",1170-7690,1179-2027,114,2014-10-24
"PharmacoEconomics German Research Articles",1612-3727,1868-677X,114,2014-10-24
"Pharmacoeconomics Italian Research Articles",1590-9158,2035-6137,114,2013-02-28
"PharmacoEconomics Spanish Research Articles",1695-405X,1989-5453,114,2014-10-24
"Pharmacoepidemiology and Drug Safety",1053-8569,1099-1557,2050,2014-08-28
"Pharmacogenetics and Genomics",1744-6872,1744-6880,48,2013-10-23
"Pharmacogenomics",1462-2416,1744-8042,420,2013-09-12
"Pharmacogenomics and Personalized Medicine",,1178-7066,407,2014-01-30
"Pharmacogenomics Journal",1470-269X,1473-1150,1457,2013-03-06
"Pharmacognosy Magazine",0973-1296,0976-4062,89,2014-08-26
"Pharmacognosy Research",0976-4836,0974-8490,89,2014-08-26
"Pharmacognosy Reviews",0973-7847,0976-2787,89,2014-08-26
"Pharmacological Research",1043-6618,,30,2014-05-16
"Pharmacological Reviews",0031-6997,1521-0081,17,2010-08-13
"Pharmacology",0031-7012,1423-0313,242,2013-08-08
"Pharmacology and Pharmacy",2157-9423,2157-9431,1018,2013-11-15
"Pharmacology and Therapeutics",0163-7258,,30,2014-05-16
"Pharmacology Biochemistry and Behavior",0091-3057,,30,2014-05-16
"Pharmacology Research and Perspectives",,2052-1707,1760,2014-07-22
"Pharmacopsychiatry",0176-3679,1439-0795,257,2014-05-28
"Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy",0277-0008,1875-9114,2050,2014-08-14
"Pharmacy",,2226-4787,487,2013-06-21
"Pharmacy and Pharmacology Communications",1460-8081,,416,2014-08-14
"Pharmacy Information",2160-441X,2160-4452,1326,2012-09-04
"Pharmacy Practice",1886-3655,,1012,2011-05-26
"Pharmacy World and Science",0928-1231,1573-739X,74,2014-07-03
"pharmaJournal",1661-8785,,165,2014-08-27
"Pharmazie in unserer Zeit",0048-3664,1615-1003,1554,2013-07-30
"Phase Transitions",0141-1594,1029-0338,1141,2014-03-26
"Phenomenology and the Cognitive Sciences",1568-7759,1572-8676,74,2014-09-25
"Phi Delta Kappan",0031-7217,1940-6487,579,2010-09-06
"Philica",1751-3030,,726,2013-03-12
"Philip Roth Studies",1547-3929,1940-5278,815,2014-08-28
"Philippine Political Science Journal",0115-4451,,1140,2014-03-26
"Philo: A Journal of Philosophy",1098-3570,2154-1639,1000,2013-05-29
"Philologia Antiqua, An International Journal of Classics",1971-9078,2035-3561,774,2013-02-28
"Philologus",0031-7985,,926,2013-10-29
"Philosopher's Magazine",1354-814X,1368-7611,1000,2012-03-22
"Philosophers' Imprint",,1533-628X,1970,2014-06-13
"Philosophia",0048-3893,1574-9274,74,2014-09-25
"Philosophia Mathematica",0031-8019,1744-6406,1478,2013-03-26
"Philosophia naturalis",0031-8027,,244,2013-05-03
"Philosophic Nature",,0974-4231,525,2010-09-07
"Philosophical Books",0031-8051,1468-0149,1499,2014-03-18
"Philosophical Explorations",1386-9795,1741-5918,1140,2014-03-26
"Philosophical Forum",0031-806X,1467-9191,2052,2014-08-28
"Philosophical Inquiry",1105-235X,2163-3215,1000,2012-03-22
"Philosophical Investigations",0190-0536,1467-9205,2052,2014-08-28
"Philosophical Issues",1533-6077,1758-2237,2052,2014-08-28
"Philosophical Magazine",1478-6435,1478-6443,1141,2014-03-26
"Philosophical Magazine Letters",0950-0839,1362-3036,1141,2014-03-26
"Philosophical Papers",0556-8641,1996-8523,1600,2014-03-26
"Philosophical Perspectives",1520-8583,1758-2245,2052,2014-08-28
"Philosophical Psychology",0951-5089,1465-394X,1140,2014-03-26
"Philosophical Quarterly",0031-8094,1467-9213,2052,2014-08-28
"Philosophical Review",0031-8108,1558-1470,166,2014-07-11
"Philosophical Studies",0554-0739,2153-8379,1000,2013-05-29
"Philosophical Studies of the American Catholic Philosophical Association",2153-361X,2153-3628,1000,2012-03-22
"Philosophical Topics",0276-2080,2154-154X,1000,2012-03-22
"Philosophical Transactions A: Mathematical, Physical and Engineering Sciences",1364-503X,1471-2962,62,2013-05-24
"Philosophical Transactions B: Biological Sciences",0962-8436,1471-2970,62,2013-05-24
"Philosophical transactions of the Royal Society of London. Series A: Mathematical and physical sciences",0080-4614,,62,2013-05-24
